ResponseId,Country,EdLevel,Age,Employment_status
21491,France,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Freelancer
21494,Portugal,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
21498,United States of America,Some college/university study without earning a degree,45-54 years old,Retired
21500,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
21503,Czech Republic,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44 years old,Full-time Employment
21511,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
21514,Mexico,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
21518,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Freelancer/Full-time Employment
21525,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44 years old,Full-time Employment
21527,United States of America,"Associate degree (A.A., A.S., etc.)",45-54 years old,Full-time Employment
21530,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
21532,Greece,Some college/university study without earning a degree,18-24 years old,Freelancer
21534,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
21536,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21539,France,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21544,United States of America,Some college/university study without earning a degree,45-54 years old,Full-time Employment
21545,Romania,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
21546,Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",55-64 years old,Full-time Employment
21547,"Iran, Islamic Republic of...",Some college/university study without earning a degree,18-24 years old,Full-time Student
21548,Portugal,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35-44 years old,Full-time Employment
21551,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21552,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
21558,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",55-64 years old,Freelancer/Full-time Employment
21560,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",55-64 years old,Full-time Employment
21563,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21564,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21569,Ireland,Some college/university study without earning a degree,18-24 years old,Full-time Student
21579,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21581,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
21589,United States of America,Some college/university study without earning a degree,18-24 years old,Full-time Student
21594,Brazil,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
21595,Nigeria,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Freelancer/Full-time Employment
21596,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
21599,Tunisia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Part-time Employment
21601,United States of America,"Associate degree (A.A., A.S., etc.)",25-34 years old,Full-time Employment
21602,Argentina,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer
21607,Austria,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer
21618,Romania,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Student
21620,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,35-44 years old,Full-time Employment
21622,Kazakhstan,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
21623,United States of America,Some college/university study without earning a degree,25-34 years old,Freelancer/Full-time Employment
21628,United States of America,Something else,18-24 years old,Part-time Employment
21636,United States of America,"Associate degree (A.A., A.S., etc.)",18-24 years old,Full-time Student
21647,Poland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Freelancer/Full-time Employment
21648,Germany,"Associate degree (A.A., A.S., etc.)",25-34 years old,Full-time Employment
21653,Slovenia,Some college/university study without earning a degree,35-44 years old,Freelancer/Full-time Employment
21654,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
21655,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
21659,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21662,Ukraine,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
21665,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Full-time Employment
21666,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
21668,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
21675,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Freelancer/Full-time Employment
21678,Philippines,"Associate degree (A.A., A.S., etc.)",25-34 years old,Full-time Employment
21680,Poland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",18-24 years old,Freelancer
21681,Mexico,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Freelancer
21685,Sweden,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
21686,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
21690,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21696,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",45-54 years old,Full-time Employment
21699,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer/Full-time Employment
21711,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
21712,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21715,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21716,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
21721,Norway,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
21725,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
21726,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
21727,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
21733,United States of America,Some college/university study without earning a degree,45-54 years old,Full-time Employment
21734,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",55-64 years old,Freelancer
21736,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Part-time Employment
21742,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21743,Mexico,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
21746,Antigua and Barbuda,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer
21748,Argentina,Some college/university study without earning a degree,45-54 years old,Freelancer
21754,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
21755,Netherlands,Some college/university study without earning a degree,25-34 years old,Full-time Employment
21757,Germany,Some college/university study without earning a degree,25-34 years old,Full-time Employment
21758,Spain,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
21768,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
21770,United States of America,Primary/elementary school,Under 18 years old,Full-time Student
21774,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
21778,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21781,Sweden,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
21782,Ukraine,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21783,Argentina,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Freelancer
21786,United Arab Emirates,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
21787,Hungary,Some college/university study without earning a degree,35-44 years old,Full-time Employment
21791,Canada,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44 years old,Full-time Employment
21792,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21793,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
21796,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
21797,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Part-time Employment
21804,Uzbekistan,Some college/university study without earning a degree,18-24 years old,Freelancer/Full-time Employment
21809,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
21810,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
21812,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
21817,Chile,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Student
21826,France,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54 years old,Full-time Employment
21828,United States of America,Some college/university study without earning a degree,25-34 years old,Full-time Employment
21834,Sweden,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
21838,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",55-64 years old,Full-time Employment
21841,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
21844,Lithuania,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Student
21850,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
21854,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21860,Poland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer/Full-time Employment
21865,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer/Full-time Employment
21866,Colombia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21867,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21868,"Venezuela, Bolivarian Republic of...","Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
21877,Canada,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
21882,United States of America,"Associate degree (A.A., A.S., etc.)",35-44 years old,Full-time Employment
21889,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer/Full-time Employment
21891,Netherlands,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
21893,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
21896,Netherlands,Some college/university study without earning a degree,25-34 years old,Full-time Employment
21899,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
21901,United States of America,Some college/university study without earning a degree,35-44 years old,Full-time Employment
21902,United States of America,"Associate degree (A.A., A.S., etc.)",55-64 years old,Freelancer
21903,Italy,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
21905,Greece,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
21911,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21915,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21922,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,Freelancer
21924,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
21932,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
21934,Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,Full-time Employment
21935,Russian Federation,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
21948,Belgium,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21963,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Full-time Employment
21965,Israel,Some college/university study without earning a degree,35-44 years old,Full-time Employment
21967,Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Freelancer
21969,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21973,Belgium,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer
21974,Canada,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54 years old,Freelancer
21977,Spain,Some college/university study without earning a degree,35-44 years old,Full-time Employment
21979,Sweden,Some college/university study without earning a degree,55-64 years old,Full-time Employment
21983,Austria,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21984,Egypt,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21985,Ukraine,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25-34 years old,Full-time Student
21986,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
21987,Poland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
21992,Turkey,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
21995,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
22002,Israel,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34 years old,Freelancer/Full-time Employment
22003,Pakistan,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22004,Mexico,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44 years old,Freelancer/Full-time Employment
22007,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
22009,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22015,Ukraine,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Student
22017,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
22020,Poland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer/Full-time Employment
22024,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22032,Australia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22040,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22042,Austria,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22049,Brazil,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
22054,Czech Republic,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Student
22056,Ukraine,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
22074,Brazil,Some college/university study without earning a degree,25-34 years old,Full-time Employment
22077,Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22081,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,55-64 years old,Freelancer
22083,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22086,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
22089,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22094,France,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22096,Finland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Student
22104,United Kingdom of Great Britain and Northern Ireland,"Associate degree (A.A., A.S., etc.)",35-44 years old,Full-time Employment
22106,Ukraine,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
22111,Spain,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22119,Germany,Some college/university study without earning a degree,18-24 years old,Full-time Student
22120,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22124,Italy,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22125,Finland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44 years old,Full-time Employment
22127,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22128,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer
22132,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
22139,Canada,"Associate degree (A.A., A.S., etc.)",25-34 years old,Full-time Employment
22146,Mexico,Some college/university study without earning a degree,25-34 years old,Freelancer/Full-time Employment
22151,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
22154,Australia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",55-64 years old,Full-time Employment
22159,United States of America,Some college/university study without earning a degree,18-24 years old,Full-time Employment
22162,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",55-64 years old,Freelancer/Full-time Employment
22166,United Kingdom of Great Britain and Northern Ireland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44 years old,Full-time Employment
22168,Greece,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Student
22179,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22182,Indonesia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22183,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
22186,Spain,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Freelancer
22199,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22202,Australia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",55-64 years old,Full-time Employment
22203,Brazil,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Full-time Employment
22205,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22208,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22210,United States of America,Some college/university study without earning a degree,18-24 years old,Full-time Student
22211,Georgia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
22216,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22220,Canada,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,Full-time Employment
22224,Germany,Some college/university study without earning a degree,18-24 years old,Full-time Student
22229,Italy,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22235,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
22236,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
22237,Malta,Some college/university study without earning a degree,18-24 years old,Full-time Employment
22248,Canada,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
22249,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22255,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
22258,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22265,Mexico,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
22269,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22271,Bangladesh,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
22273,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22279,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22290,Norway,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
22291,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22292,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
22295,Czech Republic,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
22299,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
22300,Croatia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer/Full-time Employment
22301,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22303,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22306,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Student
22310,Ghana,"Associate degree (A.A., A.S., etc.)",25-34 years old,Freelancer
22311,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22314,Bosnia and Herzegovina,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer
22318,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
22332,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22334,United States of America,"Associate degree (A.A., A.S., etc.)",25-34 years old,Full-time Employment
22338,United States of America,"Associate degree (A.A., A.S., etc.)",18-24 years old,Full-time Employment
22340,Croatia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
22343,Canada,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
22345,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34 years old,Freelancer
22346,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Full-time Employment
22347,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22348,Australia,Some college/university study without earning a degree,25-34 years old,Full-time Employment
22349,Nigeria,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Part-time Employment
22355,Brazil,Some college/university study without earning a degree,25-34 years old,Full-time Employment
22358,Sweden,Some college/university study without earning a degree,25-34 years old,Full-time Employment
22362,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22370,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
22373,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22379,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
22381,Sweden,Some college/university study without earning a degree,25-34 years old,Full-time Employment
22382,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54 years old,Part-time Employment
22389,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22396,Ukraine,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22397,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44 years old,Freelancer/Full-time Employment
22402,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
22404,Indonesia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
22407,United States of America,Some college/university study without earning a degree,25-34 years old,Freelancer/Full-time Employment
22410,United States of America,Some college/university study without earning a degree,25-34 years old,Full-time Student
22412,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Student
22413,United States of America,Some college/university study without earning a degree,25-34 years old,Full-time Employment
22416,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
22418,United States of America,Some college/university study without earning a degree,35-44 years old,Freelancer/Full-time Employment
22423,Australia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
22424,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
22425,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54 years old,Full-time Employment
22431,Japan,Some college/university study without earning a degree,25-34 years old,Freelancer
22440,Japan,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54 years old,Freelancer
22441,United States of America,Some college/university study without earning a degree,25-34 years old,Full-time Employment
22442,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22444,Australia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
22448,Portugal,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22449,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22451,Ukraine,Some college/university study without earning a degree,18-24 years old,Full-time Employment
22452,Viet Nam,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22454,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22458,Italy,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22469,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54 years old,Full-time Employment
22471,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22472,Brazil,Primary/elementary school,55-64 years old,Full-time Employment
